"id_pub";"COD_PROV";"NOMBRE_ACTUAL";"POBLACION";"SUPERFICIE";"PERIMETRO";"COD_INE_CAPITAL";"CAPITAL";"POBLACION_CAPITAL";"LONGITUD_ETRS89";"LATITUD_ETRS89";"ALTITUD"
6783;"45";"Alameda de la Sagra";3757;3299.0;35270;"45002000101";"Alameda de la Sagra";3752;"-3,797262008";"40,01343485";595
6784;"45";"Albarreal de Tajo";708;4144.0;34211;"45003000101";"Albarreal de Tajo";619;"-4,228893587";"39,89709949";451
6785;"45";"Alcabón";678;802.0;15647;"45004000101";"Alcabón";678;"-4,36889281";"40,00081296";530
6786;"45";"Alcañizo";274;1350.0;18497;"45005000101";"Alcañizo";258;"-5,10585907";"39,90341743";373
6787;"45";"Alcaudete de la Jara";1644;15611.0;64034;"45006000101";"Alcaudete de la Jara";1612;"-4,87037733";"39,78836407";412
6788;"45";"Alcolea de Tajo";843;6447.0;47788;"45007000101";"Alcolea de Tajo";472;"-5,14799672";"39,80910603";353
6789;"45";"Aldea en Cabo";179;2549.0;26763;"45008000101";"Aldea en Cabo";178;"-4,45878497";"40,18510654";502
6790;"45";"Aldeanueva de Barbarroya";495;9179.0;46107;"45009000101";"Aldeanueva de Barbarroya";485;"-5,01945289";"39,75906357";510
6791;"45";"Aldeanueva de San Bartolomé";413;3460.0;26155;"45010000101";"Aldeanueva de San Bartolomé";412;"-5,11355468";"39,63777466";577
6792;"45";"Almendral de la Cañada";327;3361.0;32006;"45011000101";"Almendral de la Cañada";322;"-4,73971498";"40,18406426";630
6793;"45";"Almonacid de Toledo";843;9558.0;60851;"45012000101";"Almonacid de Toledo";775;"-3,855213776";"39,75275812";713
6794;"45";"Almorox";2318;6476.0;44218;"45013000101";"Almorox";2048;"-4,3915911";"40,23314998";535
6795;"45";"Añover de Tajo";5202;4025.0;45630;"45014000101";"Añover de Tajo";5185;"-3,76611691";"39,9890051";599
6796;"45";"Arcicóllar";964;3054.0;30201;"45015000101";"Arcicóllar";931;"-4,115911693";"40,05512414";546
6797;"45";"Argés";6621;2376.0;30953;"45016000101";"Argés";6246;"-4,057304774";"39,80630305";653
6798;"45";"Azután";303;2160.0;21067;"45017000101";"Azután";303;"-5,12510745";"39,78539282";337
6799;"45";"Barcience";940;1897.0;18776;"45018000101";"Barcience";933;"-4,23307844";"39,98296696";516
6800;"45";"Bargas";10611;8970.0;67737;"45019000101";"Bargas";8076;"-4,020568526";"39,94051592";593
6801;"45";"Belvís de la Jara";1543;11402.0;54433;"45020000101";"Belvís de la Jara";1505;"-4,94955278";"39,75979035";451
6802;"45";"Borox";3981;6005.0;36968;"45021000101";"Borox";3723;"-3,741628484";"40,06987623";582
6803;"45";"Buenaventura";419;3592.0;27069;"45022000101";"Buenaventura";397;"-4,84944991";"40,17435467";436
6804;"45";"Burguillos de Toledo";3390;2840.0;24248;"45023000101";"Burguillos de Toledo";3374;"-3,992702615";"39,79644821";678
6805;"45";"Burujón";1316;3544.0;34939;"45024000101";"Burujón";1293;"-4,29786777";"39,90301271";504
6806;"45";"Cabañas de la Sagra";1955;1651.0;21623;"45025000101";"Cabañas de la Sagra";1952;"-3,947605163";"40,00803939";554
6807;"45";"Cabañas de Yepes";301;1797.0;19219;"45026000101";"Cabañas de Yepes";301;"-3,535787112";"39,88943891";707
6808;"45";"Cabezamesada";330;5982.0;37850;"45027000101";"Cabezamesada";330;"-3,102169024";"39,81673324";733
6809;"45";"Calera y Chozas";4641;21904.0;90216;"45028000201";"Calera y Chozas";2848;"-4,97846399";"39,88104005";391
6810;"45";"Caleruela";214;941.0;15034;"45029000101";"Caleruela";214;"-5,25634025";"39,87414587";371
6811;"45";"Calzada de Oropesa";513;14216.0;85634;"45030000101";"Calzada de Oropesa";502;"-5,27721376";"39,89616028";359
6812;"45";"Camarena";4243;6621.0;40367;"45031000101";"Camarena";3473;"-4,119201407";"40,09315158";573
6813;"45";"Camarenilla";588;2434.0;22674;"45032000101";"Camarenilla";576;"-4,074698494";"40,01770205";507
6814;"45";"El Campillo de la Jara";356;8806.0;46106;"45033000101";"El Campillo de la Jara";348;"-5,05511488";"39,58962387";650
6815;"45";"Camuñas";1726;10203.0;55702;"45034000101";"Camuñas";1713;"-3,459590224";"39,42773358";667
6816;"45";"Cardiel de los Montes";380;2431.0;22090;"45035000101";"Cardiel de los Montes";174;"-4,65407318";"40,06194183";401
6817;"45";"Carmena";780;4669.0;38680;"45036000101";"Carmena";776;"-4,4008098";"39,95464633";556
6818;"45";"El Carpio de Tajo";1817;11358.0;55404;"45037000101";"El Carpio de Tajo";1786;"-4,45439481";"39,88675883";479
6819;"45";"Carranque";5022;2472.0;24462;"45038000101";"Carranque";4667;"-3,901086134";"40,16965043";659
6820;"45";"Carriches";278;1867.0;16909;"45039000101";"Carriches";265;"-4,45879549";"39,96355329";545
6821;"45";"El Casar de Escalona";1791;3955.0;28914;"45040000101";"El Casar de Escalona";1120;"-4,52491513";"40,04583035";463
6822;"45";"Casarrubios del Monte";6177;9241.0;67056;"45041000101";"Casarrubios del Monte";3885;"-4,03631667";"40,18455971";604
6823;"45";"Casasbuenas";182;3046.0;30317;"45042000101";"Casasbuenas";176;"-4,126405589";"39,76071671";684
6824;"45";"Castillo de Bayuela";918;3731.0;40866;"45043000101";"Castillo de Bayuela";918;"-4,68559722";"40,1021901";561
6825;"45";"Cazalegas";1854;2952.0;26658;"45045000101";"Cazalegas";1660;"-4,67737088";"40,01078706";440
6826;"45";"Cebolla";3204;3677.0;29738;"45046000101";"Cebolla";3185;"-4,57258833";"39,9472367";439
6827;"45";"Cedillo del Condado";4025;2643.0;34737;"45047000101";"Cedillo del Condado";3749;"-3,924212979";"40,1156954";643
6828;"45";"Los Cerralbos";418;4014.0;37692;"45048000101";"Los Cerralbos";406;"-4,5689708";"39,98459279";462
6829;"45";"Cervera de los Montes";504;3168.0;29804;"45049000101";"Cervera de los Montes";464;"-4,81104663";"40,05183826";533
6830;"45";"Ciruelos";616;2293.0;24043;"45050000101";"Ciruelos";606;"-3,613743849";"39,93891432";705
6831;"45";"Cobeja";2412;1769.0;24142;"45051000101";"Cobeja";2412;"-3,859168069";"40,02317034";501
6832;"45";"Cobisa";4377;1472.0;22807;"45052000101";"Cobisa";1502;"-4,024713924";"39,80454327";675
6833;"45";"Consuegra";9942;35848.0;99616;"45053000101";"Consuegra";9901;"-3,606718556";"39,46045755";705
6834;"45";"Corral de Almaguer";5068;32870.0;94325;"45054000101";"Corral de Almaguer";5058;"-3,164196135";"39,75918367";705
6835;"45";"Cuerva";1277;3751.0;29320;"45055000101";"Cuerva";1275;"-4,210710765";"39,66397457";771
6836;"45";"Chozas de Canales";4335;3268.0;28409;"45056000101";"Chozas de Canales";4310;"-4,043892999";"40,1003606";546
6837;"45";"Chueca";253;1112.0;15476;"45057000101";"Chueca";245;"-3,943923037";"39,73183037";737
6838;"45";"Domingo Pérez";325;1293.0;17783;"45058000101";"Domingo Pérez";324;"-4,5047455";"39,97614663";497
6839;"45";"Dosbarrios";2263;11158.0;59414;"45059000101";"Dosbarrios";2253;"-3,483941237";"39,88224072";711
6840;"45";"Erustes";191;951.0;15252;"45060000101";"Erustes";176;"-4,49632544";"39,95626406";537
6841;"45";"Escalona";3441;7315.0;48269;"45061000101";"Escalona";1753;"-4,4015946";"40,16583078";457
6842;"45";"Escalonilla";1397;5094.0;35129;"45062000101";"Escalonilla";1385;"-4,34900711";"39,92484479";547
6843;"45";"Espinoso del Rey";435;4827.0;27853;"45063000101";"Espinoso del Rey";435;"-4,78380382";"39,65239728";723
6844;"45";"Esquivias";5747;2507.0;27165;"45064000101";"Esquivias";5732;"-3,768166562";"40,1055767";619
6845;"45";"La Estrella";205;7723.0;38354;"45065000101";"La Estrella";193;"-5,09293709";"39,68705865";558
6846;"45";"Fuensalida";11785;6837.0;50619;"45066000101";"Fuensalida";11650;"-4,209109863";"40,05283257";591
6847;"45";"Gálvez";3015;5499.0;37759;"45067000101";"Gálvez";2971;"-4,274180568";"39,70033797";707
6848;"45";"Garciotum";206;2273.0;34234;"45068000101";"Garciotum";198;"-4,64777204";"40,09968021";469
6849;"45";"Gerindote";2395;4425.0;37495;"45069000101";"Gerindote";2355;"-4,30194428";"39,96509622";545
6850;"45";"Guadamur";1806;3795.0;41315;"45070000101";"Guadamur";1676;"-4,148738347";"39,8112967";627
6851;"45";"La Guardia";2226;19558.0;98727;"45071000101";"La Guardia";2189;"-3,478294519";"39,78894142";698
6852;"45";"Las Herencias";742;9000.0;67396;"45072000101";"Las Herencias";492;"-4,92136776";"39,86776588";363
6853;"45";"Herreruela de Oropesa";306;1054.0;19122;"45073000101";"Herreruela de Oropesa";306;"-5,24259858";"39,88946588";379
6854;"45";"Hinojosa de San Vicente";411;3105.0;22970;"45074000101";"Hinojosa de San Vicente";396;"-4,72362592";"40,10382874";651
6855;"45";"Hontanar";137;15176.0;92019;"45075000101";"Hontanar";110;"-4,498037968";"39,61231927";843
6856;"45";"Hormigos";806;2748.0;23190;"45076000101";"Hormigos";477;"-4,44522074";"40,09825787";462
6857;"45";"Huecas";773;2742.0;26199;"45077000101";"Huecas";773;"-4,195828658";"40,01180254";550
6858;"45";"Huerta de Valdecarábanos";1683;8299.0;48386;"45078000101";"Huerta de Valdecarábanos";1683;"-3,612949408";"39,86429799";625
6859;"45";"La Iglesuela del Tiétar";461;6909.0;45226;"45079000101";"La Iglesuela del Tiétar";358;"-4,75146344";"40,23346231";520
6860;"45";"Illán de Vacas";3;915.0;17222;"45080000101";"Illán de Vacas";3;"-4,55763678";"39,97079939";480
6861;"45";"Illescas";30229;5674.0;42865;"45081000101";"Illescas";20735;"-3,850246603";"40,1237132";588
6862;"45";"Lagartera";1331;8118.0;69066;"45082000101";"Lagartera";1274;"-5,20107075";"39,90517115";399
6863;"45";"Layos";810;1839.0;23513;"45083000101";"Layos";806;"-4,064057381";"39,77697738";650
6864;"45";"Lillo";2574;15139.0;53081;"45084000101";"Lillo";2506;"-3,304743873";"39,7234425";684
6865;"45";"Lominchar";2527;2226.0;25638;"45085000101";"Lominchar";2428;"-3,965242924";"40,0890785";640
6866;"45";"Lucillos";591;4055.0;39224;"45086000101";"Lucillos";482;"-4,6122444";"39,98553967";478
6867;"45";"Madridejos";10230;26201.0;87388;"45087000101";"Madridejos";10193;"-3,535354163";"39,46968007";687
6868;"45";"Magán";3894;2918.0;31460;"45088000101";"Magán";3890;"-3,930914981";"39,96211421";485
6869;"45";"Malpica de Tajo";1709;7959.0;41241;"45089000201";"Malpica de Tajo";1590;"-4,54612686";"39,8974919";389
6870;"45";"Manzaneque";376;1222.0;16719;"45090000101";"Manzaneque";370;"-3,795080095";"39,63569924";715
6871;"45";"Maqueda";451;7367.0;64809;"45091000101";"Maqueda";407;"-4,36970187";"40,06471513";495
6872;"45";"Marjaliza";263;6579.0;39348;"45092000101";"Marjaliza";252;"-3,935761567";"39,56353387";857
6873;"45";"Marrupe";154;1049.0;18343;"45093000101";"Marrupe";133;"-4,7951461";"40,09052658";584
6874;"45";"Mascaraque";413;6560.0;52302;"45094000101";"Mascaraque";412;"-3,813403354";"39,7160446";715
6875;"45";"La Mata";823;1918.0;22956;"45095000101";"La Mata";822;"-4,43867697";"39,94214625";564
6876;"45";"Mazarambroz";1258;21602.0;79715;"45096000201";"Mazarambroz";1144;"-4,018656871";"39,69478352";777
6877;"45";"Mejorada";1293;4617.0;29439;"45097000101";"Mejorada";1283;"-4,88193086";"40,01033998";549
6878;"45";"Menasalbas";2544;17944.0;74027;"45098000101";"Menasalbas";2472;"-4,284206604";"39,64087072";702
6879;"45";"Méntrida";5662;8300.0;44522;"45099000101";"Méntrida";2791;"-4,194932076";"40,23754128";526
6880;"45";"Mesegar de Tajo";206;1765.0;19729;"45100000101";"Mesegar de Tajo";203;"-4,50176953";"39,92522875";477
6881;"45";"Miguel Esteban";4809;9296.0;42314;"45101000101";"Miguel Esteban";4798;"-3,076236217";"39,52612143";680
6882;"45";"Mocejón";5009;3050.0;31546;"45102000201";"Mocejón";4982;"-3,916293285";"39,9396562";477
6883;"45";"Mohedas de la Jara";399;6041.0;31486;"45103000101";"Mohedas de la Jara";380;"-5,14406081";"39,60420589";646
6884;"45";"Montearagón";522;1196.0;17243;"45104000101";"Montearagón";475;"-4,63101433";"39,96468226";428
6885;"45";"Montesclaros";389;2062.0;23088;"45105000101";"Montesclaros";370;"-4,93936509";"40,10639058";558
6886;"45";"Mora";9781;16857.0;69569;"45106000101";"Mora";9694;"-3,772733127";"39,68489254";716
6887;"45";"Nambroca";4954;8207.0;56412;"45107000101";"Nambroca";4106;"-3,944499356";"39,79803204";677
6888;"45";"La Nava de Ricomalillo";521;3952.0;28285;"45108000101";"La Nava de Ricomalillo";521;"-4,98950457";"39,65163284";651
6889;"45";"Navahermosa";3600;12979.0;56444;"45109000101";"Navahermosa";3525;"-4,472482337";"39,63372874";736
6890;"45";"Navalcán";1925;6011.0;43216;"45110000101";"Navalcán";1925;"-5,09290716";"40,06828657";393
6891;"45";"Navalmoralejo";56;2274.0;25684;"45111000101";"Navalmoralejo";56;"-5,14304362";"39,73984717";424
6892;"45";"Los Navalmorales";2202;10495.0;48685;"45112000101";"Los Navalmorales";2172;"-4,63972453";"39,72591155";658
6893;"45";"Los Navalucillos";2011;35597.0;108155;"45113000201";"Los Navalucillos";1826;"-4,64187912";"39,66669754";745
6894;"45";"Navamorcuende";611;11080.0;65096;"45114000101";"Navamorcuende";599;"-4,78519646";"40,15769695";770
6895;"45";"Noblejas";3721;6966.0;43686;"45115000101";"Noblejas";3715;"-3,44067659";"39,98249773";740
6896;"45";"Noez";879;3421.0;28043;"45116000101";"Noez";874;"-4,184367678";"39,74170353";753
6897;"45";"Nombela";877;12156.0;51405;"45117000101";"Nombela";823;"-4,50323098";"40,15626779";493
6898;"45";"Novés";3179;4171.0;36045;"45118000101";"Novés";2675;"-4,27230437";"40,04687899";564
6899;"45";"Numancia de la Sagra";5170;2941.0;31474;"45119000101";"Numancia de la Sagra";4875;"-3,854539548";"40,07619468";528
6900;"45";"Nuño Gómez";137;1689.0;19258;"45120000101";"Nuño Gómez";136;"-4,62021037";"40,11333017";466
6901;"45";"Ocaña";13023;14790.0;89132;"45121000101";"Ocaña";12999;"-3,501134468";"39,9584057";731
6902;"45";"Olías del Rey";8225;4008.0;35241;"45122000101";"Olías del Rey";4954;"-3,987291512";"39,9469465";584
6903;"45";"Ontígola";4743;4148.0;48938;"45123000101";"Ontígola";4666;"-3,572540132";"40,00341153";605
6904;"45";"Orgaz";2625;15410.0;60671;"45124000201";"Orgaz";2521;"-3,874613921";"39,64688478";743
6905;"45";"Oropesa";2626;33645.0;213823;"45125000201";"Oropesa";2491;"-5,17249007";"39,91910626";422
6906;"45";"Otero";310;2956.0;30179;"45126000101";"Otero";221;"-4,51508883";"40,00067014";462
6907;"45";"Palomeque";1081;2227.0;20959;"45127000101";"Palomeque";368;"-3,963988884";"40,11910923";607
6908;"45";"Pantoja";3408;2817.0;28124;"45128000101";"Pantoja";3338;"-3,836602394";"40,04399373";520
6909;"45";"Paredes de Escalona";110;2491.0;27546;"45129000101";"Paredes de Escalona";97;"-4,42882124";"40,20531806";489
6910;"45";"Parrillas";325;5130.0;39586;"45130000101";"Parrillas";312;"-5,06381379";"40,0627549";399
6911;"45";"Pelahustán";345;4433.0;41770;"45131000101";"Pelahustán";339;"-4,59812944";"40,17603302";673
6912;"45";"Pepino";3060;4541.0;30135;"45132000101";"Pepino";767;"-4,8035152";"40,03251448";445
6913;"45";"Polán";3908;15861.0;88036;"45133000101";"Polán";3828;"-4,168102391";"39,78907171";649
6914;"45";"Portillo de Toledo";2223;1995.0;26805;"45134000101";"Portillo de Toledo";2173;"-4,22891303";"40,06288838";598
6915;"45";"La Puebla de Almoradiel";5041;10613.0;54024;"45135000101";"La Puebla de Almoradiel";5021;"-3,118607225";"39,5986931";695
6916;"45";"La Puebla de Montalbán";7841;14133.0;74683;"45136000101";"La Puebla de Montalbán";7695;"-4,35687837";"39,86530851";508
6917;"45";"La Pueblanueva";2169;12232.0;60934;"45137000101";"La Pueblanueva";1909;"-4,68056127";"39,91292886";480
6918;"45";"El Puente del Arzobispo";1190;97.0;4464;"45138000101";"El Puente del Arzobispo";1190;"-5,17138432";"39,80249055";335
6919;"45";"Puerto de San Vicente";145;4650.0;32046;"45139000101";"Puerto de San Vicente";145;"-5,11271655";"39,52243511";740
6920;"45";"Pulgar";1484;3860.0;31837;"45140000101";"Pulgar";1477;"-4,152805339";"39,69445939";721
6921;"45";"Quero";977;10437.0;40476;"45141000101";"Quero";977;"-3,247590866";"39,50983332";648
6922;"45";"Quintanar de la Orden";11129;8786.0;49085;"45142000101";"Quintanar de la Orden";11129;"-3,044110143";"39,5909489";689
6923;"45";"Quismondo";1633;1542.0;29517;"45143000101";"Quismondo";1627;"-4,32387815";"40,10531182";548
6924;"45";"El Real de San Vicente";956;5377.0;39207;"45144000101";"El Real de San Vicente";908;"-4,69032183";"40,13569751";751
6925;"45";"Recas";4536;3104.0;46698;"45145000101";"Recas";4496;"-3,992549321";"40,05329765";562
6926;"45";"Retamoso de la Jara";97;4824.0;31818;"45146000101";"Retamoso de la Jara";97;"-4,75509163";"39,74284768";610
6927;"45";"Rielves";768;3283.0;29977;"45147000101";"Rielves";759;"-4,192791787";"39,96066898";493
6928;"45";"Robledo del Mazo";260;13670.0;58957;"45148000501";"Robledo del Mazo";164;"-4,90562952";"39,6085058";738
6929;"45";"El Romeral";568;7891.0;50373;"45149000101";"El Romeral";566;"-3,433984735";"39,70727522";658
6930;"45";"San Bartolomé de las Abiertas";427;5686.0;38734;"45150000101";"San Bartolomé de las Abiertas";414;"-4,71981077";"39,83000928";552
6931;"45";"San Martín de Montalbán";725;13302.0;51316;"45151000101";"San Martín de Montalbán";699;"-4,389240862";"39,70255829";653
6932;"45";"San Martín de Pusa";610;10453.0;45652;"45152000101";"San Martín de Pusa";593;"-4,63036294";"39,78315427";506
6933;"45";"San Pablo de los Montes";1723;10004.0;53588;"45153000101";"San Pablo de los Montes";1694;"-4,331705676";"39,53923634";909
6934;"45";"San Román de los Montes";1969;4485.0;39592;"45154000101";"San Román de los Montes";729;"-4,73063141";"40,0677697";447
6935;"45";"Santa Ana de Pusa";346;1944.0;26680;"45155000101";"Santa Ana de Pusa";344;"-4,70701916";"39,76072722";595
6936;"45";"Santa Cruz de la Zarza";4085;26428.0;88075;"45156000101";"Santa Cruz de la Zarza";4083;"-3,186989068";"39,98469105";779
6937;"45";"Santa Cruz del Retamar";3554;12945.0;87931;"45157000301";"Santa Cruz del Retamar";2269;"-4,24156628";"40,11849392";595
6938;"45";"Santa Olalla";3391;7260.0;52159;"45158000101";"Santa Olalla";3337;"-4,42788219";"40,02413804";486
6939;"45";"Sartajada";97;1531.0;17303;"45159000101";"Sartajada";88;"-4,79156162";"40,21176822";459
6940;"45";"Segurilla";1346;2277.0;22437;"45160000101";"Segurilla";1334;"-4,86529303";"40,02276196";561
6941;"45";"Seseña";27466;7141.0;48980;"45161000301";"Seseña";12327;"-3,697369318";"40,10446976";607
6942;"45";"Sevilleja de la Jara";640;23394.0;89897;"45162000501";"Sevilleja de la Jara";200;"-4,96415419";"39,57578193";667
6943;"45";"Sonseca";11070;5993.0;36642;"45163000201";"Sonseca";10980;"-3,975139551";"39,67591916";756
6944;"45";"Sotillo de las Palomas";191;1884.0;20992;"45164000101";"Sotillo de las Palomas";185;"-4,82783862";"40,10419527";564
6945;"45";"Talavera de la Reina";83477;18712.0;118714;"45165000601";"Talavera de la Reina";78662;"-4,83370199";"39,96016737";367
6946;"45";"Tembleque";1967;22307.0;68208;"45166000101";"Tembleque";1896;"-3,503211407";"39,69803253";635
6947;"45";"El Toboso";1699;14393.0;57454;"45167000101";"El Toboso";1677;"-2,997725478";"39,51475165";692
6948;"45";"Toledo";85449;23213.0;128449;"45168000103";"Toledo";59907;"-4,024974933";"39,8565219";512
6949;"45";"Torralba de Oropesa";188;2344.0;25059;"45169000101";"Torralba de Oropesa";183;"-5,15393844";"39,93379437";370
6950;"45";"Torrecilla de la Jara";212;7061.0;52013;"45170000201";"Torrecilla de la Jara";119;"-4,77205931";"39,70362447";645
6951;"45";"La Torre de Esteban Hambrán";1693;5069.0;32167;"45171000101";"La Torre de Esteban Hambrán";1577;"-4,218291063";"40,16912726";556
6952;"45";"Torrico";696;3352.0;31738;"45172000101";"Torrico";694;"-5,22613479";"39,83093842";442
6953;"45";"Torrijos";13583;1734.0;18498;"45173000101";"Torrijos";13569;"-4,28548503";"39,98152383";527
6954;"45";"Totanés";346;2604.0;23483;"45174000101";"Totanés";272;"-4,225786606";"39,7098825";731
6955;"45";"Turleque";736;10084.0;42713;"45175000101";"Turleque";733;"-3,611821364";"39,60105212";690
6956;"45";"Ugena";5626;1547.0;18475;"45176000101";"Ugena";4000;"-3,876056273";"40,1553306";652
6957;"45";"Urda";2420;21781.0;59706;"45177000101";"Urda";2400;"-3,716551287";"39,41242324";760
6958;"45";"Valdeverdeja";547;6790.0;38672;"45179000101";"Valdeverdeja";541;"-5,24328716";"39,79534783";461
6959;"45";"Valmojado";4430;2617.0;24815;"45180000101";"Valmojado";4429;"-4,090974553";"40,20456177";655
6960;"45";"Velada";2905;14483.0;63765;"45181000101";"Velada";2764;"-4,9778848";"39,97755339";431
6961;"45";"Las Ventas con Peña Aguilera";1084;14008.0;52931;"45182000101";"Las Ventas con Peña Aguilera";1064;"-4,228971466";"39,61167319";789
6962;"45";"Las Ventas de Retamosa";3684;1890.0;25415;"45183000101";"Las Ventas de Retamosa";3604;"-4,1124078";"40,15504172";620
6963;"45";"Las Ventas de San Julián";233;652.0;17291;"45184000101";"Las Ventas de San Julián";233;"-5,29550741";"40,00822692";315
6964;"45";"Villacañas";9434;26851.0;73386;"45185000101";"Villacañas";9395;"-3,33308335";"39,62406188";664
6965;"45";"La Villa de Don Fadrique";3576;8316.0;43371;"45186000101";"La Villa de Don Fadrique";3576;"-3,218206909";"39,61786063";671
6966;"45";"Villafranca de los Caballeros";4866;10668.0;46838;"45187000101";"Villafranca de los Caballeros";4807;"-3,36272107";"39,42604853";642
6967;"45";"Villaluenga de la Sagra";4034;2703.0;27005;"45188000101";"Villaluenga de la Sagra";3716;"-3,91176829";"40,02736459";530
6968;"45";"Villamiel de Toledo";997;4167.0;29376;"45189000101";"Villamiel de Toledo";985;"-4,12548602";"39,98104306";484
6969;"45";"Villaminaya";513;2127.0;23561;"45190000101";"Villaminaya";496;"-3,8694881";"39,71159808";732
6970;"45";"Villamuelas";613;4335.0;32413;"45191000101";"Villamuelas";613;"-3,73598474";"39,81725305";590
6971;"45";"Villanueva de Alcardete";3130;14725.0;57536;"45192000101";"Villanueva de Alcardete";3116;"-3,01239504";"39,67321969";725
6972;"45";"Villanueva de Bogas";694;5744.0;34160;"45193000101";"Villanueva de Bogas";694;"-3,65783437";"39,724126";652
6973;"45";"Villarejo de Montalbán";73;6537.0;39816;"45194000101";"Villarejo de Montalbán";59;"-4,57278929";"39,76861444";534
6974;"45";"Villarrubia de Santiago";2508;15528.0;51324;"45195000101";"Villarrubia de Santiago";2507;"-3,37049918";"39,98698528";757
6975;"45";"Villaseca de la Sagra";1858;3176.0;29493;"45196000201";"Villaseca de la Sagra";1819;"-3,88232086";"39,96027245";483
6976;"45";"Villasequilla";2593;7695.0;40994;"45197000101";"Villasequilla";2565;"-3,73131055";"39,8767928";517
6977;"45";"Villatobas";2570;18157.0;60260;"45198000101";"Villatobas";2489;"-3,32257608";"39,90058759";726
6978;"45";"El Viso de San Juan";5255;5305.0;39275;"45199000101";"El Viso de San Juan";3160;"-3,92032652";"40,14261828";650
6979;"45";"Los Yébenes";5796;67745.0;148745;"45200000501";"Los Yébenes";5644;"-3,870453081";"39,58195126";816
6980;"45";"Yeles";5779;2047.0;20871;"45201000101";"Yeles";3824;"-3,80315628";"40,12069578";550
6981;"45";"Yepes";5302;8496.0;57306;"45202000101";"Yepes";5299;"-3,62564592";"39,90026886";699
6982;"45";"Yuncler";4344;1750.0;26344;"45203000101";"Yuncler";4220;"-3,90154252";"40,04380591";531
6983;"45";"Yunclillos";789;3106.0;30572;"45204000101";"Yunclillos";785;"-3,9908584";"40,0229587";519
6984;"45";"Yuncos";10813;1524.0;16261;"45205000101";"Yuncos";9967;"-3,8742774";"40,0842783";548
6985;"45";"Santo Domingo-Caudilla";1094;5380.0;45009;"45901000101";"Val de Santo Domingo";1081;"-4,32665355";"40,01434958";543
6986;"46";"Ademuz";1027;10031.0;61268;"46001000101";"Ademuz";967;"-1,28669047";"40,06120013";756
6987;"46";"Ador";1772;1383.0;34444;"46002000101";"Ador";1453;"-0,22439286";"38,91881333";100
6988;"46";"Atzeneta d'Albaida";1139;605.0;16767;"46003000101";"Atzeneta d'Albaida";1121;"-0,49685641";"38,83567325";400
6989;"46";"Agullent";2369;1623.0;19899;"46004000101";"Agullent";2238;"-0,54782899";"38,82229442";411
6990;"46";"Alaquàs";29649;390.0;12221;"46005000101";"Alaquàs";29649;"-0,46015527";"39,45807854";45
6991;"46";"Albaida";5975;3541.0;40310;"46006000101";"Albaida";5743;"-0,51986706";"38,84180459";311
6992;"46";"Albal";16646;733.0;21085;"46007000101";"Albal";16467;"-0,41464448";"39,39721187";10
6993;"46";"Albalat de la Ribera";3368;1435.0;19113;"46008000101";"Albalat de la Ribera";3354;"-0,38619815";"39,20127117";11
6994;"46";"Albalat dels Sorells";4110;462.0;21088;"46009000101";"Albalat dels Sorells";4102;"-0,34583998";"39,54379091";17
6995;"46";"Albalat dels Tarongers";1324;2134.0;29159;"46010000101";"Albalat dels Tarongers";657;"-0,33712468";"39,70270205";97
6996;"46";"Alberic";10571;2679.0;26753;"46011000101";"Alberic";9605;"-0,51744033";"39,11685193";26
6997;"46";"Alborache";1283;2733.0;30005;"46012000101";"Alborache";1113;"-0,77134683";"39,39152396";311
6998;"46";"Alboraia/Alboraya";24904;835.0;17354;"46013000101";"Alboraia/Alboraya";17268;"-0,34992845";"39,50024605";6
6999;"46";"Albuixech";4189;441.0;9550;"46014000101";"Albuixech";4189;"-0,32290668";"39,54500337";7
7000;"46";"Alcàsser";10266;900.0;12771;"46015000101";"Alcàsser";10257;"-0,44426722";"39,36854313";27
7001;"46";"Alcàntera de Xúquer";1402;332.0;15984;"46016000101";"Alcàntera de Xúquer";1402;"-0,55970929";"39,070653";37
7002;"46";"Alzira";44865;11049.0;93368;"46017000101";"Alzira";41587;"-0,43554456";"39,14944832";16
7003;"46";"Alcublas";610;4347.0;27064;"46018000101";"Alcublas";603;"-0,70230954";"39,79738167";775
7004;"46";"l'Alcúdia";12193;2366.0;33696;"46019000101";"l'Alcúdia";11812;"-0,50645447";"39,19576372";32
7005;"46";"l'Alcúdia de Crespins";5144;516.0;11255;"46020000101";"l'Alcúdia de Crespins";4975;"-0,58999491";"38,97021311";158
7006;"46";"Aldaia";32313;1605.0;22417;"46021000101";"Aldaia";31860;"-0,46197516";"39,46491997";45
7007;"46";"Alfafar";21415;1004.0;26276;"46022000101";"Alfafar";15679;"-0,39004439";"39,42259817";11
7008;"46";"Alfauir";467;622.0;13763;"46023000101";"Alfauir";463;"-0,25158611";"38,92780849";86
7009;"46";"Alfara de la Baronia";590;1171.0;19905;"46024000101";"Alfara de la Baronia";555;"-0,35498566";"39,76293575";175
7010;"46";"Alfara del Patriarca";3301;198.0;6695;"46025000101";"Alfara del Patriarca";3301;"-0,38497191";"39,54406602";30
7011;"46";"Alfarp";1564;2057.0;23070;"46026000101";"Alfarp";1367;"-0,5595106";"39,27680966";91
7012;"46";"Alfarrasí";1206;637.0;14558;"46027000101";"Alfarrasí";1183;"-0,49639575";"38,90397541";193
